model_id,auc,logloss,aucpr,mean_per_class_error,rmse,mse
StackedEnsemble_Best1000_1_AutoML_1_20250524_05956,0.6785942017104242,0.6227089026241153,0.5596840394641461,0.3829113427992544,0.4656592403751628,0.2168385281467736
StackedEnsemble_BestOfFamily_7_AutoML_1_20250524_05956,0.6777671873493829,0.6226412867534353,0.5566083345202234,0.3922170561351763,0.4655082800927046,0.2166979588348679
GBM_grid_1_AutoML_1_20250524_05956_model_245,0.6775134074523184,0.6223665075576931,0.5564399398087926,0.3970101358808018,0.4655569332151739,0.2167432580647179
StackedEnsemble_AllModels_6_AutoML_1_20250524_05956,0.6772589969342812,0.6218534489649065,0.5579265039940592,0.3878605462799218,0.4653159435306217,0.2165189273037927
StackedEnsemble_AllModels_4_AutoML_1_20250524_05956,0.6772386368857414,0.6214380090125382,0.5602053411969085,0.3907903212293145,0.465163121599518,0.216376729696208
GBM_grid_1_AutoML_1_20250524_05956_model_160,0.6762382918459807,0.6232258065259162,0.5564284183845261,0.3955762839668221,0.4659148776491666,0.2170766732148379
GBM_grid_1_AutoML_1_20250524_05956_model_49,0.6761037894014236,0.6242231138914474,0.5533440141148612,0.3775167407346013,0.4663794581423631,0.2175097989771642
StackedEnsemble_AllModels_3_AutoML_1_20250524_05956,0.6760272139976234,0.6225028049157303,0.555125349796299,0.3699518115488321,0.4656722985986885,0.2168506896821861
GBM_grid_1_AutoML_1_20250524_05956_model_247,0.6759777552956396,0.6228607717178458,0.5537217558875476,0.40294950437696,0.4659100322282086,0.2170721581308904
GBM_grid_1_AutoML_1_20250524_05956_model_183,0.6759537916986857,0.6245043971687793,0.5519632154154702,0.4017197934806404,0.4665544841940936,0.2176730867216167
GBM_grid_1_AutoML_1_20250524_05956_model_257,0.6758907296014385,0.6235958575808113,0.5590532255822315,0.3898888935935215,0.4659491699762453,0.2171086290015519
GBM_grid_1_AutoML_1_20250524_05956_model_252,0.6755265910341913,0.6240038656296519,0.5558076142041873,0.377727908671669,0.466372040388693,0.2175028800563127
GBM_grid_1_AutoML_1_20250524_05956_model_227,0.6754817268564356,0.6239490200125448,0.5521630303950219,0.4154246286318138,0.4663688185572904,0.2174998749225229
GBM_grid_1_AutoML_1_20250524_05956_model_51,0.6753585755893828,0.6224745256183206,0.557104907486071,0.3973739140932076,0.4657429537339524,0.2169164989528265
GBM_grid_1_AutoML_1_20250524_05956_model_192,0.6749965090624738,0.6235807105601795,0.560270276331681,0.403512108373115,0.4661966093700203,0.2173392785881033
StackedEnsemble_AllModels_2_AutoML_1_20250524_05956,0.6748854296826085,0.6230614682870288,0.5587523543182354,0.3889714301672857,0.4658370912040885,0.2170041955414862
GBM_grid_1_AutoML_1_20250524_05956_model_81,0.6746869642537007,0.6233832198248374,0.5518195852296405,0.3839814165008284,0.4661693243672011,0.2173138389809727
GBM_grid_1_AutoML_1_20250524_05956_model_222,0.6746316497855438,0.6246401206955673,0.5568841067323766,0.3857009397153377,0.4665965734907434,0.2177123623933027
GBM_grid_1_AutoML_1_20250524_05956_model_250,0.6745078678975187,0.6235851555344839,0.5542902505749004,0.4060940508118344,0.4661163666447454,0.2172644672540986
StackedEnsemble_AllModels_1_AutoML_1_20250524_05956,0.6741967014919592,0.623411449632336,0.5566890866160752,0.3819548709614357,0.4660250875063899,0.2171793821853384
GBM_grid_1_AutoML_1_20250524_05956_model_72,0.6734559020267257,0.6254668387295135,0.5494422505225826,0.3790179790039252,0.4671008661991332,0.2181832192039806
GBM_grid_1_AutoML_1_20250524_05956_model_234,0.673226355992746,0.6243144182201853,0.5561910688754466,0.3840577216384974,0.4663429913864512,0.2174757856152637
GBM_grid_1_AutoML_1_20250524_05956_model_189,0.6731679785084372,0.6246033093535417,0.5550942677532039,0.3837808790315824,0.4665461077803465,0.2176652706849907
GBM_grid_1_AutoML_1_20250524_05956_model_107,0.6729805939909028,0.6242022392100792,0.5527773900039202,0.3793622079661843,0.4665723986559526,0.2176898031875692
GBM_grid_1_AutoML_1_20250524_05956_model_6,0.6728936583854122,0.6239770741436715,0.5541092795971206,0.4107380337418256,0.4664369930653451,0.2175634684998408
GBM_grid_1_AutoML_1_20250524_05956_model_111,0.6727477146746401,0.6249064638014066,0.5495571499380947,0.3986639844254638,0.4668532654095987,0.2179519714236052
GBM_grid_1_AutoML_1_20250524_05956_model_275,0.672727805069652,0.6244444973093265,0.5532514527980905,0.3847338374096973,0.4666553714023852,0.217767235658698
StackedEnsemble_BestOfFamily_4_AutoML_1_20250524_05956,0.6725986178590058,0.6238863071815155,0.5538225537639603,0.41415050400129,0.4663919593964822,0.21752145978969
StackedEnsemble_BestOfFamily_6_AutoML_1_20250524_05956,0.6725718615120309,0.6242426595506978,0.5545230986913855,0.3985664183521513,0.4664289999024743,0.2175560119500224
GBM_grid_1_AutoML_1_20250524_05956_model_155,0.672182768372016,0.6260872955829357,0.5576352238238605,0.397916968839216,0.4671569877412258,0.2182356511954558
GBM_grid_1_AutoML_1_20250524_05956_model_266,0.6718234045064174,0.6255680931454051,0.558418701369724,0.4216639925334477,0.4669917851381445,0.2180813273865109
GBM_grid_1_AutoML_1_20250524_05956_model_146,0.6715013373669052,0.6259144226212765,0.5520655525503402,0.4002824281069569,0.4672516020848221,0.2183240596508329
GBM_grid_1_AutoML_1_20250524_05956_model_232,0.6714656622376054,0.6265094401290271,0.546137571066104,0.3873264103162384,0.4674824727853418,0.2185398623614978
GBM_grid_1_AutoML_1_20250524_05956_model_31,0.6714387257132098,0.625742102406186,0.5552218901636465,0.4051163180383723,0.4671491384815957,0.218228317584097
GBM_grid_1_AutoML_1_20250524_05956_model_86,0.6714225097453462,0.625120865346175,0.5564270358741648,0.3970882427926779,0.4667979923532412,0.2179003656650167
GBM_grid_1_AutoML_1_20250524_05956_model_101,0.671336475026959,0.6264777152477539,0.5504485876798948,0.4032122030563496,0.4676013111170145,0.2186509861583509
GBM_grid_1_AutoML_1_20250524_05956_model_248,0.6712261163567765,0.625703198396571,0.5537723399758336,0.3998778397087612,0.4671330231668344,0.2182132613329862
GBM_grid_1_AutoML_1_20250524_05956_model_52,0.6709612555483384,0.6254443262470031,0.5541601964910207,0.3985983998443267,0.4670143501692326,0.2181024032639906
GBM_grid_1_AutoML_1_20250524_05956_model_272,0.670901436644664,0.6255749387760131,0.5585562963472481,0.3906803229139733,0.4669911477315811,0.2180807320596594
GBM_grid_1_AutoML_1_20250524_05956_model_213,0.6708745902089788,0.6261020819101305,0.5515892809315457,0.3984599334965141,0.4673826712293893,0.2184465613655195
GBM_grid_1_AutoML_1_20250524_05956_model_108,0.6708056723455587,0.6269161039951618,0.5440360659689417,0.3996364920537253,0.4677716680597812,0.2188103334394301
GBM_grid_1_AutoML_1_20250524_05956_model_46,0.6707506281435329,0.6254580515482345,0.5476657786248139,0.4036984118261252,0.467093953277544,0.2181767611884444
GBM_grid_1_AutoML_1_20250524_05956_model_132,0.6706989172237903,0.625939306011319,0.5465444939619875,0.3792895063769293,0.4673435177332969,0.2184099635673324
GBM_grid_1_AutoML_1_20250524_05956_model_269,0.67051513625467,0.6254785036217445,0.5523849225966085,0.3835998908124831,0.4671286108358609,0.2182091390614412
GBM_grid_1_AutoML_1_20250524_05956_model_35,0.6703794626568782,0.6259892441395294,0.5529260510522112,0.3824606289813579,0.4672761323861161,0.218346983897727
GBM_grid_1_AutoML_1_20250524_05956_model_139,0.67008397168692,0.6268832050187044,0.551629830150687,0.3874063190023216,0.4677543615823128,0.2187941427792769
GBM_1_AutoML_1_20250524_05956,0.6700809987594785,0.6261139904499747,0.5494873032417126,0.3852910360832311,0.4673151726312359,0.2183834705713618
StackedEnsemble_BestOfFamily_2_AutoML_1_20250524_05956,0.6698301917898555,0.6260119608908182,0.5488802160961451,0.404221917321987,0.4672930108098965,0.218362757951778
GBM_grid_1_AutoML_1_20250524_05956_model_207,0.6697064099018303,0.6280547032379731,0.5499110795943367,0.4017535767470228,0.4681585510993988,0.2191724289674884
GBM_grid_1_AutoML_1_20250524_05956_model_251,0.6696644285628058,0.6272410725774031,0.5465805594843647,0.387739917496759,0.467821024888389,0.2188565113276227
GBM_grid_1_AutoML_1_20250524_05956_model_162,0.6696408253206934,0.625769677040564,0.5534839510007388,0.3891276439910379,0.4671436705851128,0.2182232089677324
GBM_grid_1_AutoML_1_20250524_05956_model_188,0.6693538927782187,0.6274917774487044,0.5439832936550326,0.3999345955962837,0.4679099523515237,0.2189397235096052
